street,link,name,area,price,rooms
"Śródmieście, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/dla-francuza-pilnie-3-4pok-do-4-500zl-sromiescie-mokotow-607864588,,80.0,4500.0,4.0
"Mokotów, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/dla-szwajcara-mieszkania-3pokojowego-2-500-3500zl-mokotow-607864880,,90.0,3500.0,3.0
"Grójecka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-grojecka-3-pok-46-m-607865593,,46.0,2400.0,3.0
"Mołdawska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-moldawska-3-pok-57-m-607865029,,57.0,2400.0,3.0
"Nowogrodzka 78, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/2-pokoje-pl-zawiszy-2-przystanki-do-centrum-607880028,,38.0,1500.0,2.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/malzenstwo-poszukuje-malego-czystego-i-taniego-mieszkania-607884191,,,1200.0,1.0
"Adama Asnyka 4, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/2-pokoje-w-centrum-na-starej-ochocie-607881030,,43.0,1900.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/nowe-nowoczesne-komfortowe-2-niezalezne-pokoje-apartamentowiec-607899436,,46.0,2100.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/nowe-stylowe-2-oddzielne-pokoje-nowy-apartamentowiec-garaz-607899644,,43.0,2100.0,2.0
"Włodarzewska 87, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/stylowy-100m-apartament-w-okolicy-parku-szczesliwickiego-607893118,,100.0,7000.0,3.0
"Kopińska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-ladne-mieszkanie-607901926,,36.0,1499.0,1.0
"Dickensa, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-dickensa-4-pok-137-m-607917536,,137.0,4900.0,4.0
"Aleje Jerozolimskie, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-al-jerozolimskie-4-pok-125-m-607918047,,125.0,4000.0,4.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wlodarzewska-4-pok-114-m-607917238,,114.0,4500.0,4.0
"Żelazna, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/wynajme-komfortowe-mieszkanie-2pokojowe-na-bliskiej-ochocie-40m2-607930333,,40.0,1900.0,2.0
"1 Sierpnia, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/40-m2-ochota-2-osobne-pokoje-i-kuchnia-bezposrednio-607972931,,40.0,1700.0,2.0
"Wiślicka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-2-pokoje-umeblowane-607966693,,37.0,1850.0,2.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wlodarzewska-4-pok-120-m-607918455,,120.0,3700.0,4.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/poszukuje-mieszkania-dla-pary-607974057,,,1500.0,
"Bitwy Warszawskiej 1920 r., Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/atrakcyjne-mieszkanie-w-apartamentowcu-na-ochocie-606478031,,43.0,2100.0,2.0
"Włodarzewska, Ochota, Warszawa, Mazowieckie, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-90m2-nr-110107-608004176,,90.0,3000.0,3.0
"Geodetów, Szczęśliwice, Ochota, Warszawa, Mazowieckie, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-37m2-nr-109009w-608004482,,37.0,1900.0,2.0
"Kaliska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/3-oddzielne-pokoje-607997921,,80.0,2900.0,3.0
"Zadumana, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-55m2-nr-6579-608029130,,55.0,2300.0,2.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wlodarzewska-3-pok-72m-608030366,,72.0,2600.0,3.0
"Grójecka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/2-pokojowe-608029676,,47.0,2300.0,2.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/3-pokojowe-608030419,,70.0,2700.0,3.0
"Zadumana, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/2-pokojowe-608028922,,48.0,2100.0,2.0
"Szczęśliwicka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-szczesliwicka-1-pok-26m-608032917,,26.0,1350.0,1.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/nowe-ladne-wysoki-standard-592062619,,25.0,1700.0,1.0
"1 Sierpnia, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-57m2-nr-6381-608056366,,57.0,2400.0,2.0
"Sąchocka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/wynajme-30-m-z-widna-kuchnia-i-balkonem-ul-sachocka-ochota-608056418,,30.0,1350.0,1.0
"Fajansowa, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/dom-warszawa-ochota-260m2-nr-1233-608056281,,260.0,3300.0,3.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/lux-5-pokoi-2-garaze-2-ogrodki-ochota-524157812,,128.0,7500.0,5.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-80m2-nr-6643-608057613,,80.0,3800.0,3.0
"Grójecka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-50m2-nr-17050-608034417,,50.0,2750.0,2.0
"Józefa Mianowskiego, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-111-27m2-nr-2487w-608059636,,112.0,4800.0,5.0
"Wawelska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/dwupokojowe-duze-w-kamienicy-na-ochocie-608063434,,68.0,2300.0,2.0
"1 Sierpnia, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-78m2-nr-3489w-608067374,,78.0,4000.0,3.0
"Bemowo, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/2-kobiety-szukaja-mieszkania-od-zaraz-608083407,,30.0,1500.0,2.0
"Dickensa Karola, Szczęśliwice, Ochota, Warszawa, Mazowieckie, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-80m2-nr-109340w-608085926,,80.0,3100.0,3.0
"Słupecka, Ochota, Ochota, Warszawa, Mazowieckie, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-50m2-nr-108738-608086240,,50.0,2000.0,1.0
"Włodarzewska, Ochota, Warszawa, Mazowieckie, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-45m2-nr-8210-608088876,,45.0,2100.0,2.0
"Radomska 18, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-jednopokojowe-blisko-centrum-608132523,,16.0,1290.0,1.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/3-pokojowe-608132130,,93.0,3500.0,3.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/szukam-kawalerki-ochota-zoliborz-wola-608136771,,,1000.0,1.0
"Sanocka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/cicha-kawalerka-20-m-w-atrakcyjnym-miejscu-608136778,,20.0,1200.0,1.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/elegancki-apartament-w-stylu-klasycznym-82-m-608181329,,82.0,3300.0,3.0
"Opaczewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-opaczewska-4-pok-105-m-608182902,,105.0,4200.0,4.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/swietne-mieszkanie-w-nowym-budownictwie-ochota-608209002,,48.0,2100.0,2.0
"Włodarzewska 59, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/30m-kawalerka-z-miejscem-post-ochota-wlodarzewska-603074372,,30.0,1400.0,1.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/para-z-labradorem-poszukuje-mieszkania-608209264,,,1500.0,
"Juliana Ursyna Niemcewicza, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-niemcewicza-4-pok-100-m-608183488,,100.0,4000.0,4.0
"Geodetów 8, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-bezposrednio-38m-2pokoje-ul-geodetow-8-1850zl-miesiac-608208949,,38.0,1850.0,2.0
"Opaczewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-z-widokiem-na-gorke-szczesliwicka-608209501,,85.0,3000.0,3.0
"Złotego Smoka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-zlotego-smoka-4-pok-110-m-608184654,,110.0,3700.0,4.0
"Juliana Ursyna Niemcewicza, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/apartament-na-ochocie-608210580,,83.0,3300.0,3.0
"Leona Kruczkowskiego, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/centrum-ul-kruczkowskiego-2pok-apartament-lux-standard-608229664,,63.0,4999.0,2.0
"aleja Wyzwolenia, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/centrum-ul-wyzwolenia-studio-komfortowe-wysoki-standard-608229708,,32.0,3200.0,1.0
"Walentego Majewskiego Skorochód, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/2-pokoje-ochota-606819679,,50.0,1900.0,2.0
"1 Sierpnia, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-2-oddzielne-pokoje-osobna-kuchnia-bezposrednio-608230614,,40.0,1700.0,2.0
"Hoża, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/centrum-3pok-ciekawe-klimatyczne-w-pelni-umeblowane-608232616,,67.0,3800.0,3.0
"Hoża, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/centrum-ul-hoza-2pok-stylowe-umeblowane-608228148,,60.0,4500.0,2.0
"Giełdowa, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/centrum-ul-gieldowa-2pok-komfortowe-super-standard-608229687,,51.0,3600.0,2.0
"Włodarzewska, Szczęśliwice, Ochota, Warszawa, Mazowieckie, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-102m2-nr-109494-608244499,,102.0,4300.0,4.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/na-wynajem-od-zaraz-mieszkanie-ul-wlodarzewska-7pietro-583945364,,65.0,3000.0,3.0
"Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/wynajme-mieszkanie-po-remoncie-stara-ochota-prestizowa-okolica-608261416,,40.0,1800.0,2.0
"Szczęśliwicka, Ochota, Warszawa, Mazowieckie, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-60m2-nr-6328-608261174,,60.0,2000.0,2.0
"Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-2-pokojowe-na-woloskiej-mokotow-606255899,,50.0,1950.0,2.0
"Krzywickiego /ok/., Ochota, Warszawa, mazowieckie, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/dom-warszawa-ochota-140m2-nr-1071-608260745,,140.0,5900.0,4.0
"Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-4-pokojowe-na-wlodarzewskiej-ochota-606255827,,140.0,4000.0,4.0
"Zadumana, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/zadumana-2pok-48m2-p-3-4-atrakcyjne-w-db-standardzie-i-lokacji-595042077,,48.0,2300.0,2.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/szukamy-mieszkania-w-okolicy-ul-banacha-608255384,,,1200.0,2.0
"Władysława Okińskiego, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-okinskiego-1-pok-22-m-608304206,,22.0,1300.0,1.0
"Szczęśliwicka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-szczesliwicka-1-pok-26-m-608303941,,26.0,1350.0,1.0
"Grójecka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-grojecka-1-pok-34-m-608304912,,34.0,1400.0,1.0
"Dorotowska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-dorotowska-1-pok-30-m-608304411,,30.0,1600.0,1.0
"Drawska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-drawska-2-pok-45-m-608310615,,45.0,2300.0,2.0
"Stefana Baleya, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-baleya-2-pok-38-m-608311297,,38.0,2000.0,2.0
"Aleje Jerozolimskie, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-al-jerozolimskie-2-pok-44-m-608311046,,44.0,1800.0,2.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wlodarzewska-2-pok-39-m-608311560,,39.0,1850.0,2.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/3-pokoje-przy-parku-super-lokalizacja-603370431,,71.0,2650.0,3.0
"Banacha, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-banacha-2-pok-42-m-608311763,,42.0,1800.0,2.0
"Włodarzewska 12, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/3-pokoje-na-ochocie-blisko-parku-w-kaemeralnym-budynku-2002-r-608316825,,77.0,2600.0,3.0
"Drawska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-drawska-3-pok-70-m-608317160,,70.0,3700.0,3.0
"aleja Dwudziestolatków, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-dwudziestolatkow-2-pok-37-m-608318170,,37.0,1600.0,2.0
"Szczęśliwicka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/dwupokojowe-mieszkanie-przy-ul-szczesliwickiej-na-ochocie-608318736,,52.0,2000.0,2.0
"Aleje Jerozolimskie, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/3pok-86-m2-garaz-plac-zawiszy-agd-meble-przestrzen-do-neg-608318948,,86.0,2800.0,3.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/poszukujemy-3-pokoje-608337733,,50.0,2000.0,3.0
"Raszyńska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/3-pokoje-na-ochocie-608338872,,68.0,2500.0,3.0
"Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/szukamy-mieszkania-trzech-powaznych-pracujacych-mezczyzn-608335244,,,2000.0,3.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ladne-dwupokojowe-ochota-608339874,,50.0,1900.0,2.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-ul-wlodarzewska-3pok-58m2-meble-2400-zl-608347925,,58.0,2400.0,3.0
"Daleka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-daleka-2-pok-38m-608373663,,38.0,1800.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-4-pokojowe-na-bohdanowicza-ochota-564630052,,140.0,4500.0,4.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wlodarzewska-4-pok-114-m-608376715,,114.0,4500.0,4.0
"Dickensa, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-dickensa-4-pok-137-m-608377991,,137.0,4900.0,4.0
"Aleje Jerozolimskie, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-al-jerozolimskie-4-pok-125-m-608377702,,125.0,4000.0,4.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/polecam-601214564,,45.0,2300.0,2.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/wynajme-zadbane-mieszkanie-jednopokojowe-od-01-wrzesnia-608375253,,30.0,1300.0,1.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wlodarzewska-4-pok-120-m-608377056,,120.0,3700.0,4.0
"Geodetów 8, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-dwa-oddzielne-pokoje-po-remonice-ul-geodetow-608430944,,40.0,1750.0,2.0
"Eugeniusza Lokajskiego, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-do-wynajecia-2-pokoje-46-mkw-lokajskiego-608432853,,46.0,1849.0,2.0
"Żwirki i Wigury 53A, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/pilnie-wynajme-mieszkanie-100m-od-uniwersytetu-medycznego-608435053,,40.0,1750.0,2.0
"Kurhan, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/220m-5pok-dom-ogrodek-garaz-ochota-szczesliwice-607000945,,220.0,6000.0,5.0
"Wawelska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/wynajme-bezposrednio-wyposazone-2-pokojowe-mieszkanie-68m2-608441578,,68.0,2350.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/w-pelni-wyposazony-apartament-na-starej-ochocie-604008339,,70.0,5000.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/duze-przestronne-mieszkanie-nowe-budownictwo-od-1-wrzesnia-608496260,,65.0,1800.0,2.0
"Zadumana, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-81-m2-w-cichej-okolicy-przy-parku-szczesliwickim-608446339,,81.0,3000.0,3.0
"Karola Bohdanowicza, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-przy-parku-ul-bohdanowicza-120-m-3-pokoje-taras-606737245,,120.0,3500.0,3.0
"Złotego Smoka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-zlotego-smoka-7-pok-249-m-608442012,,249.0,5800.0,6.0
"Białobrzeska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/przytulne-2-pokojowe-40m2-na-ochocie-wynajme-608516376,,40.0,1830.0,2.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/3-pokojowe-mieszkanie-od-juz-50-m2-ochota-ul-1go-sierpnia-608521010,,50.0,2200.0,3.0
"Korotyńskiego, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/trzypokojowe-przytulne-mieszkanie-w-dokonalej-lokalizacji-606897751,,48.0,1700.0,3.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/54m2-grojecka-ochota-warszawa-od-zaraz-608541765,,54.0,1800.0,4.0
"Opaczewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/warszawa-mieszkanie-do-wynajecia-47-m2-ochota-opaczewska-606765153,,47.0,2100.0,2.0
"Władysława Okińskiego, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/dwupokojowe-mieszkanie-na-ochocie-608542298,,40.0,1900.0,2.0
"Nowogrodzka 78, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-ladne-jasne-w-centrum-605957897,,37.0,2000.0,2.0
"Grójecka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-ul-grojecka-2-pokoje-47m2-608569699,,47.0,2300.0,2.0
"Grójecka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-ul-grojecka-48m-kw-2-pokoje-608570378,,48.0,1900.0,2.0
"Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-3-pokojowe-na-wlodarzewskiej-ochota-608570431,,60.0,3000.0,3.0
"Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/wynjme-mieszkanie-601897860,,62.0,2400.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/do-wynajecia-2-pokojowe-mieszkanie-38m-ochota-1-go-sierpnia-bezp-585505129,,36.0,1600.0,2.0
"Grójecka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/2-pok-44m2-ochota-ul-grojecka-banacha-meble-agd-pokoje-oddzieln-608579011,,44.0,1700.0,2.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/kawalerka-ul-wlodarzewska-ochota-oddzielna-kuchnia-miejsce-park-607262137,,30.0,1500.0,1.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/nowoczesne-m-3-pok-ul-wlodarzewska-ochota-603421788,,70.0,2700.0,3.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/nowoczesny-apartament-3-pok-ul-wlodarzewska-ochota-garaz-podz-603448066,,60.0,3000.0,3.0
"Sierpińskiego, Ochota, Warszawa, mazowieckie, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-37m2-nr-1125-608596514,,37.0,1550.0,1.0
"Wawelska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/dwa-pokoje-przy-wawelskiej-608608288,,68.0,2300.0,2.0
"Niemcewicza, Ochota, Warszawa, mazowieckie, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-65-5m2-nr-1102-608595802,,66.0,3500.0,2.0
"Wawelska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/wynajme-bezposrednio-ladne-2-pokojowe-mieszkanie-68m2-607079675,,68.0,2350.0,2.0
"Zadumana, 00-001 Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-54m2-nr-103552-608618597,,54.0,2200.0,2.0
"Leżajska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-50m2-nr-103220-608618772,,50.0,2200.0,3.0
"Złotego Smoka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-zlotego-smoka-7-pok-249-m-608638262,,249.0,5800.0,6.0
"Radarowa, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/2003r-ochota-radarowa-2pok-garaz-meble-1800zl-608643159,,50.0,1800.0,2.0
"Józefa Siemieńskiego 11, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/atrakcyjna-kawalerka-na-ochocie-super-punkt-607211768,,27.0,1500.0,1.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/wynajem-608643198,,37.0,1750.0,2.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wlodarzewska-4-pok-104-m-608648365,,104.0,3000.0,4.0
